id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4399326594054021,HFFWbh0Dr,3365993480,福建日报,2分钟闽式新闻早点（7月29日）：【《习近平在厦门》采访实录在厦门干群中引发热烈反响】【中央生态环保督察组向我省交办第十二批群众信访举报件】【福州古厝保护与文化传承论坛举行】【点赞！昨晚《新闻联播》报道福建】O2分钟闽式新闻早点（7月29日）,,,,,1,0,1,2019-07-29 09:44,微博 weibo.com,,,
4399319232875928,HFFKjc49W,1895697240,福州日报,福州新闻【市领导检查中央生态环保督察转办信访件整改工作】#全力打造幸福之城#28日，市长尤猛军带领市直有关部门负责人赴晋安区，实地检查中央生态环境保护督察转办信访件整改落实情况。尤猛军强调了这些内容→O市领导检查中央生态环保督察转办信访件整改工作,,,,全力打造幸福之城,0,0,0,2019-07-29 09:15,微博 weibo.com,['http://ww1.sinaimg.cn/large/70fe0b58gy1g5fyqwb3ffj20j60beq5o.jpg'],,
4399315692680624,HFFEBbflS,2553604372,福州新闻网fznews,【马尾冷作铁艺噪声废水污染周边环境立整立改】日前，马尾区接到一件生态环保督察转办件，有居民投诉罗星街道培英社区青洲路青思巷的冷作铁艺厂违法排污，噪声废水污染周边环境。19日收到该件后，马尾区委领导多次带领罗星街道办事处等部门到现场勘查，在多部门协同下，该件于22日完成了整改任务。@马尾发布O网页链接,,,马尾发布,,0,0,0,2019-07-29 09:00,360安全浏览器,,,
4399310424744891,HFFw6jUmv,3365993480,福建日报,#本报速览#【《习近平在厦门》采访实录在厦门干群中引发热烈反响】【中央第二生态环保督察组向我省交办第十二批群众信访举报件183件】【福州古厝保护与文化传承论坛举行】【福州马尾区：噪声废水污染周边不到三天完成整改】O福建：以创新为引擎促进高质量发展·福建日报社数字报刊平台,,,,本报速览,2,1,1,2019-07-29 08:40,微博 weibo.com,['http://ww2.sinaimg.cn/large/c8a0fc08ly1g5gcan5aw0j20bf0gawkq.jpg'],,
4399302446680795,HFFjes1YL,2568031104,闽姐姐,#闽姐姐发布#分享新福建:「中央生态环保督察组向福建交办第十二批群众信访举报件」福州同城O网页链接,,,,闽姐姐发布,0,0,0,2019-07-29 08:08,新福建,['http://ww4.sinaimg.cn/large/99110b80gy1g5ge0hcf0oj207f04nabn.jpg'],,
4395843442259378,HEdkc9tLA,2635759011,福州生态环境,【中央生态环境保护督察进行时|我市各城区全力配合中央生态环保督察】15日起，中央第二生态环境保护督察组进驻福建，开展为期1个月的生态环境保护督察。中央生态环境保护督察，既是“工作体检”，更是“政治体检”，福州各县（市）区第一时间传达省、市动员会议精神，就配合做好中央生态环保督察工作再动员再部署，并表示将强化责任担当，抓好边督边改，决不弄虚作假和“一刀切”。详情戳O中央生态环境保护督察进行时|我市各城区全力配合中央生态环保督察,,,,,0,0,0,2019-07-19 19:03,搜狗高速浏览器,['http://ww1.sinaimg.cn/large/9d1a7da3gy1g55cr968vcj20b40b4q72.jpg'],,
4395725121114591,HEafm4FXh,5040767720,福州广播电视台,【福州各城区全力配合中央生态环保督察】15日起，中央第二生态环境保护督察组进驻福建，开展为期1个月的生态环境保护督察。中央生态环境保护督察，既是“工作体检”，更是“政治体检”，福州各县（市）区第一时间传达省、市动员会议精神，就配合做好中央生态环保督察工作再动员再部署，并表示将强化责任担当，抓好边督边改，决不弄虚作假和“一刀切”。O网页链接,,,,,0,0,0,2019-07-19 11:13,360安全浏览器,"['http://ww3.sinaimg.cn/large/005v8xXagy1g54z5todqqj30p00h341r.jpg', 'http://ww3.sinaimg.cn/large/005v8xXagy1g54z5wlwd9j30hs08saao.jpg', 'http://ww2.sinaimg.cn/large/005v8xXagy1g54z5xtguyj30m80dfack.jpg']",,
4394622635379817,HDHz9mzxf,2635759011,福州生态环境,【中央生态环境保护督察进行时|福州召开中央生态环保督察迎检工作动员部署会】为深入贯彻落实习近平生态文明思想，经党中央、国务院批准，中央第二生态环境保护督察组近日进驻我省开展为期一个月的生态环境保护督察。15日下午，在收听收看中央第二生态环境保护督察组督察福建省工作动员会后，福州市紧接着召开会议，传达贯彻落实全省动员会精神，对我市迎接中央环保督察工作进行动员部署。受省委副书记、市委书记王宁委托，市委副书记、市长尤猛军主持会议并讲话。陈为民、何静彦等市四套班子领导参加会议。O网页链接,,,,,0,0,0,2019-07-16 10:12,专业版微博,['http://ww4.sinaimg.cn/large/9d1a7da3gy1g51gj4i4lqj20m80dw403.jpg'],,
4394420155675564,HDCiznOtm,2815224714,福建广播电视新闻中心,#中央生态环保督察#【中央第二生态环境保护督察组督察福建省工作动员会在福州召开】为深入贯彻落实习近平生态文明思想，经党中央、国务院批准，中央第二生态环境保护督察组近日进驻福建省开展生态环境保护督察。今天，中央第二生态环境保护督察组对福建省开展生态环境保护督察工作动员会在福州召开。O中央第二生态环境保护督察组督察福建省工作动员会在福州召开,,,,中央生态环保督察,0,0,1,2019-07-15 20:47,广电哥的Android,['http://ww1.sinaimg.cn/large/a7cceb8agy1g50t7r5zu1j20tn0gotae.jpg'],,
4392183031391141,HCG6j5PTL,2780716692,福州农业农村,【重点工作】福州市农业农村局认真部署迎接第二轮中央生态环保督察工作。生态环境部8日消息，第二轮第一批中央生态环境保护督察近日将全面启动，已组建8个中央生态环境保护督察组，将对包含福建在内的6个省（市）及2家中央企业开展督察进驻工作。7月8日上午，市农业农村局召开迎接第二轮中央生态环保督察动员部署会，对迎检工作具体事项作出了部署安排。,,,,,0,0,2,2019-07-09 16:38,微博 weibo.com,['http://ww2.sinaimg.cn/large/a5be5e94gy1g4tod2ovsjj20dc1twao2.jpg'],,
4391758383358961,HCv3oe5ON,2568031104,闽姐姐,#闽姐姐发布#福建分享新福建:「第二轮第一批中央生态环保督察将进驻福建等六省份和两央企」#改革·她力量#福州同城O网页链接,,,,"闽姐姐发布,改革·她力量",0,0,1,2019-07-08 12:30,新福建,['http://ww2.sinaimg.cn/large/99110b80gy1g4sbl2jx21j20j60br0tn.jpg'],,
4273245504824717,GuJrUkf81,5134043072,直通屏山,#环保督察#【福州现场环保督察：昔日臭水沟如今碧波流】中央环保督察反馈意见整改落实进展如何？党政领导生态环保责任是否落实到位？为推动督察向纵深发展，经省委省政府同意，今年6月起，省环保督察办、省委督查室、省政府督查室会同省直有关部门组成5个督察组，启动省级环保“三合一”督察，即中央环保督察反馈问题、省级环保督察反馈问题和党政领导生态环境保护目标责任书考核通报问题督察，奔赴九市一区现场督察。O福州现场环保督察：昔日臭水沟如今碧波流,,,,环保督察,0,0,1,2018-08-15 11:43,360安全浏览器,,,
